t,north,east,down,vel,roll,pitch,speed,throttle
0,133.11,233.269,-20.4592,15.058,0.383504,-2.17709,14.6429,0.24
0.01,133.11,233.269,-20.4592,15.058,0.378795,-2.17922,14.6429,0.24
0.02,133.27,233.852,-20.4571,15.0584,0.376569,-2.18067,14.6429,0.24
0.03,133.27,233.852,-20.4571,15.0584,0.377622,-2.18063,14.6429,0.24
0.04,133.398,234.318,-20.4553,15.0591,0.378286,-2.18137,14.6429,0.24
0.05,133.398,234.318,-20.4553,15.0591,0.377963,-2.18131,14.6429,0.24
0.06,133.526,234.783,-20.4534,15.0599,0.380015,-2.18321,14.7228,0.24
0.07,133.526,234.783,-20.4534,15.0599,0.379883,-2.18405,14.7228,0.24
0.08,133.654,235.249,-20.4514,15.06,0.377011,-2.18406,14.7228,0.24
0.09,133.782,235.714,-20.4494,15.0603,0.379589,-2.18224,14.7228,0.24
0.1,133.782,235.714,-20.4494,15.0603,0.380294,-2.18197,14.7228,0.24
0.11,133.941,236.296,-20.4468,15.0598,0.376768,-2.18181,14.69,0.24
0.12,133.941,236.296,-20.4468,15.0598,0.378126,-2.17975,14.69,0.24
0.13,134.037,236.645,-20.4452,15.0597,0.377192,-2.17963,14.69,0.24
0.14,134.037,236.645,-20.4452,15.0597,0.375502,-2.17964,14.69,0.24
0.15,134.196,237.227,-20.4425,15.0589,0.371319,-2.17952,14.69,0.24
0.16,134.323,237.692,-20.4403,15.058,0.367761,-2.17661,14.7347,0.24
0.17,134.323,237.692,-20.4403,15.058,0.367315,-2.17407,14.7347,0.24
0.18,134.45,238.157,-20.438,15.0574,0.367391,-2.17274,14.7347,0.24
0.19,134.45,238.157,-20.438,15.0574,0.367851,-2.17371,14.7347,0.24
0.2,134.579,238.623,-20.437,15.0567,0.362681,-2.17696,14.7347,0.24
0.21,134.579,238.623,-20.437,15.0567,0.362133,-2.17349,14.7347,0.24
0.22,134.707,239.089,-20.4357,15.0551,0.361899,-2.17002,14.687,0.24
0.23,134.836,239.555,-20.4344,15.0541,0.361252,-2.16741,14.687,0.24
0.24,134.836,239.555,-20.4344,15.0541,0.358163,-2.16527,14.687,0.24
0.25,134.996,240.137,-20.4327,15.0547,0.360339,-2.1674,14.687,0.24
0.26,134.996,240.137,-20.4327,15.0547,0.356505,-2.16529,14.687,0.24
0.27,135.124,240.603,-20.4313,15.0556,0.352294,-2.16128,14.6563,0.24
0.28,135.251,241.069,-20.4297,15.0556,0.352624,-2.15944,14.6563,0.24
0.29,135.251,241.069,-20.4297,15.0556,0.35237,-2.15683,14.6563,0.24
0.3,135.379,241.534,-20.4282,15.0552,0.353044,-2.16044,14.6563,0.24
0.31,135.379,241.534,-20.4282,15.0552,0.352347,-2.15995,14.6563,0.24
0.32,135.538,242.115,-20.4262,15.0556,0.354302,-2.16029,14.7018,0.24
0.33,135.538,242.115,-20.4262,15.0556,0.354739,-2.16352,14.7018,0.24
0.34,135.634,242.464,-20.425,15.0564,0.353006,-2.16161,14.7018,0.24
0.35,135.793,243.046,-20.4229,15.0553,0.351271,-2.15925,14.7018,0.24
0.36,135.793,243.046,-20.4229,15.0553,0.350974,-2.15187,14.7018,0.24
0.37,135.92,243.511,-20.4211,15.0571,0.353315,-2.15618,14.6871,0.24
0.38,135.92,243.511,-20.4211,15.0571,0.351196,-2.15672,14.6871,0.24
0.39,136.047,243.976,-20.4193,15.0561,0.35386,-2.15885,14.6871,0.24
0.4,136.047,243.976,-20.4193,15.0561,0.351933,-2.15749,14.6871,0.24
0.41,136.176,244.443,-20.4181,15.0556,0.347318,-2.15112,14.6871,0.24
0.42,136.304,244.911,-20.417,15.0561,0.349161,-2.1518,14.6922,0.24
0.43,136.304,244.911,-20.417,15.0561,0.349668,-2.15171,14.6922,0.24
0.44,136.433,245.378,-20.4158,15.0559,0.348523,-2.15105,14.6922,0.24
0.45,136.433,245.378,-20.4158,15.0559,0.343261,-2.15368,14.6922,0.24
0.46,136.593,245.961,-20.4141,15.0561,0.342755,-2.15214,14.6922,0.24
0.47,136.721,246.428,-20.4126,15.0559,0.341387,-2.15076,14.7012,0.24
0.48,136.721,246.428,-20.4126,15.0559,0.343213,-2.15022,14.7012,0.24
0.49,136.849,246.894,-20.4113,15.0555,0.342339,-2.15097,14.7012,0.24
0.5,136.849,246.894,-20.4113,15.0555,0.342132,-2.15302,14.7012,0.24
0.51,136.976,247.36,-20.4098,15.0564,0.345253,-2.15563,14.7012,0.24
0.52,136.976,247.36,-20.4098,15.0564,0.343053,-2.1518,14.7012,0.24
0.53,137.104,247.826,-20.4083,15.0567,0.341692,-2.15531,14.8074,0.24
0.54,137.231,248.292,-20.4068,15.0566,0.341715,-2.15257,14.8074,0.24
0.55,137.231,248.292,-20.4068,15.0566,0.33797,-2.14939,14.8074,0.24
0.56,137.39,248.874,-20.4048,15.0558,0.334828,-2.1453,14.8074,0.24
0.57,137.39,248.874,-20.4048,15.0558,0.334391,-2.1419,14.8074,0.24
0.58,137.517,249.34,-20.4031,15.055,0.332673,-2.14057,14.6248,0.24
0.59,137.644,249.805,-20.4015,15.0546,0.330054,-2.13764,14.6248,0.24
0.6,137.644,249.805,-20.4015,15.0546,0.330682,-2.13646,14.6248,0.24
0.61,137.644,249.805,-20.4015,15.0546,0.327422,-2.13783,14.6248,0.24
0.62,137.772,250.275,-20.4003,15.0561,0.329957,-2.14026,14.6248,0.24
0.63,137.9,250.744,-20.3989,15.0572,0.331718,-2.14166,14.6944,0.24
0.64,137.9,250.744,-20.3989,15.0572,0.328391,-2.14455,14.6944,0.24
0.65,138.028,251.213,-20.3975,15.0577,0.329299,-2.14606,14.6944,0.24
0.66,138.028,251.213,-20.3975,15.0577,0.331455,-2.14622,14.6944,0.24
0.67,138.187,251.798,-20.3956,15.0588,0.331989,-2.14482,14.6944,0.24
0.68,138.315,252.266,-20.3942,15.059,0.33356,-2.14763,14.7407,0.24
0.69,138.315,252.266,-20.3942,15.059,0.329929,-2.14522,14.7407,0.24
0.7,138.442,252.733,-20.3927,15.0583,0.329338,-2.14466,14.7407,0.24
0.71,138.442,252.733,-20.3927,15.0583,0.327708,-2.1445,14.7407,0.24
0.72,138.569,253.201,-20.3912,15.0583,0.327403,-2.14455,14.7407,0.24
0.73,138.569,253.201,-20.3912,15.0583,0.327747,-2.14445,14.7407,0.24
0.74,138.696,253.667,-20.3897,15.0581,0.329921,-2.14778,14.6366,0.24
0.75,138.823,254.134,-20.3881,15.0573,0.33114,-2.14791,14.6366,0.24
0.76,138.823,254.134,-20.3881,15.0573,0.326908,-2.14474,14.6366,0.24
0.77,138.981,254.717,-20.3861,15.0566,0.325204,-2.14236,14.6366,0.24
0.78,138.981,254.717,-20.3861,15.0566,0.323754,-2.14228,14.6366,0.24
0.79,139.108,255.183,-20.3845,15.0568,0.322776,-2.14087,14.7441,0.24
0.8,139.235,255.649,-20.3829,15.0567,0.319387,-2.13926,14.7441,0.24
0.81,139.235,255.649,-20.3829,15.0567,0.316904,-2.14284,14.7441,0.24
0.82,139.363,256.119,-20.3818,15.0569,0.315225,-2.14849,14.7441,0.24
0.83,139.363,256.119,-20.3818,15.0569,0.314525,-2.14573,14.7441,0.24
0.84,139.491,256.589,-20.3807,15.0573,0.316063,-2.14484,14.6299,0.24
0.85,139.491,256.589,-20.3807,15.0573,0.312104,-2.14498,14.6299,0.24
0.86,139.619,257.058,-20.3795,15.0599,0.308122,-2.15175,14.6299,0.24
0.87,139.779,257.643,-20.378,15.0612,0.304952,-2.15466,14.6299,0.24
0.88,139.779,257.643,-20.378,15.0612,0.302395,-2.15409,14.6299,0.24
0.89,139.907,258.112,-20.3768,15.063,0.305085,-2.15697,14.6815,0.24
0.9,139.907,258.112,-20.3768,15.063,0.305517,-2.15232,14.6815,0.24
0.91,140.034,258.58,-20.3755,15.064,0.305494,-2.15244,14.6815,0.24
0.92,140.034,258.58,-20.3755,15.064,0.306717,-2.15306,14.6815,0.24
0.93,140.034,258.58,-20.3755,15.064,0.304836,-2.15437,14.6815,0.24
0.94,140.034,258.58,-20.3755,15.064,0.301539,-2.15417,14.6815,0.24
0.95,140.034,258.58,-20.3755,15.064,0.301539,-2.15417,14.6815,0.24
0.96,140.193,259.164,-20.3738,15.0641,0.298817,-2.15413,14.6815,0.24
0.97,140.289,259.514,-20.3727,15.0647,0.302229,-2.1527,14.6394,0.24
0.98,140.289,259.514,-20.3727,15.0647,0.304215,-2.15113,14.6394,0.24
0.99,140.416,259.981,-20.3711,15.0663,0.299361,-2.15359,14.6394,0.24
1,140.416,259.981,-20.3711,15.0663,0.297597,-2.14962,14.6394,0.24
1.01,140.575,260.565,-20.3693,15.0678,0.296219,-2.15037,14.6394,0.24
1.02,140.575,260.565,-20.3693,15.0678,0.296281,-2.15229,14.6394,0.24
1.03,140.702,261.031,-20.3678,15.0684,0.294671,-2.15363,14.7133,0.24
1.04,140.828,261.498,-20.3661,15.0676,0.291617,-2.15302,14.7133,0.24
1.05,140.828,261.498,-20.3661,15.0676,0.290277,-2.15913,14.7133,0.24
1.06,140.828,261.498,-20.3661,15.0676,0.289556,-2.16116,14.7133,0.24
1.07,140.989,262.087,-20.3642,15.0703,0.291761,-2.16035,14.7133,0.24
1.08,141.117,262.557,-20.3626,15.0721,0.289255,-2.16667,14.8084,0.24
1.09,141.117,262.557,-20.3626,15.0721,0.289255,-2.16667,14.8084,0.24
1.1,141.117,262.557,-20.3626,15.0721,0.289255,-2.16667,14.8084,0.24
1.11,141.117,262.557,-20.3626,15.0721,0.289255,-2.16667,14.8084,0.24
1.12,141.117,262.557,-20.3626,15.0721,0.289255,-2.16667,14.8084,0.24
1.13,141.117,262.557,-20.3626,15.0721,0.289255,-2.16667,14.8084,0.24
1.14,141.117,262.557,-20.3626,15.0721,0.289255,-2.16667,14.8084,0.24
1.15,141.117,262.557,-20.3626,15.0721,0.289255,-2.16667,14.8084,0.24
1.16,141.117,262.557,-20.3626,15.0721,0.289255,-2.16667,14.8084,0.24
1.17,141.117,262.557,-20.3626,15.0721,0.289255,-2.16667,14.8084,0.24
1.18,141.117,262.557,-20.3626,15.0721,0.289255,-2.16667,14.8084,0.24
1.19,141.117,262.557,-20.3626,15.0721,0.289887,-2.16929,14.8084,0.24
1.2,141.213,262.91,-20.3615,15.0733,0.286989,-2.16732,14.8084,0.24
1.21,141.213,262.91,-20.3615,15.0733,0.283739,-2.16569,14.8084,0.24
1.22,141.373,263.497,-20.3596,15.075,0.282035,-2.16207,14.8084,0.24
1.23,141.5,263.966,-20.358,15.0769,0.281047,-2.15799,14.6577,0.24
1.24,141.5,263.966,-20.358,15.0769,0.277934,-2.15737,14.6577,0.24
1.25,141.628,264.435,-20.3563,15.0779,0.277491,-2.15637,14.6577,0.24
1.26,141.628,264.435,-20.3563,15.0779,0.272212,-2.1577,14.6577,0.24
1.27,141.755,264.903,-20.3546,15.0786,0.271603,-2.15476,14.6577,0.24
1.28,141.882,265.371,-20.3528,15.078,0.273036,-2.15348,14.7324,0.24
1.29,141.882,265.371,-20.3528,15.078,0.27555,-2.15208,14.7324,0.24
1.3,142.009,265.839,-20.3511,15.0774,0.272271,-2.14755,14.7324,0.24
1.31,142.009,265.839,-20.3511,15.0774,0.272124,-2.14759,14.7324,0.24
1.32,142.168,266.423,-20.3488,15.0782,0.268092,-2.14384,14.7324,0.24
1.33,142.168,266.423,-20.3488,15.0782,0.269512,-2.14396,14.7324,0.24
1.34,142.295,266.89,-20.3468,15.0782,0.270326,-2.1423,14.7442,0.24
1.35,142.421,267.357,-20.3449,15.077,0.268742,-2.14485,14.7442,0.24
1.36,142.421,267.357,-20.3449,15.077,0.270442,-2.1444,14.7442,0.24
1.37,142.549,267.826,-20.3429,15.0774,0.272823,-2.13913,14.7442,0.24
1.38,142.549,267.826,-20.3429,15.0774,0.272271,-2.1397,14.7442,0.24
1.39,142.676,268.294,-20.341,15.0782,0.267867,-2.13774,14.7114,0.24
1.4,142.676,268.294,-20.341,15.0782,0.270017,-2.13714,14.7114,0.24
1.41,142.803,268.763,-20.3391,15.0788,0.270103,-2.13799,14.7114,0.24
1.42,142.803,268.763,-20.3391,15.0788,0.267885,-2.14064,14.7114,0.24
1.43,142.962,269.348,-20.3367,15.0784,0.266479,-2.13895,14.7114,0.24
1.44,142.962,269.348,-20.3367,15.0784,0.261616,-2.13628,14.7114,0.24
1.45,143.089,269.815,-20.3349,15.0788,0.262892,-2.13327,14.652,0.24
1.46,143.215,270.283,-20.3332,15.0793,0.262406,-2.13094,14.652,0.24
1.47,143.215,270.283,-20.3332,15.0793,0.25931,-2.12992,14.652,0.24
1.48,143.342,270.75,-20.3314,15.0806,0.263663,-2.12549,14.652,0.24
1.49,143.342,270.75,-20.3314,15.0806,0.262647,-2.11941,14.652,0.24
1.5,143.5,271.333,-20.3292,15.0806,0.261095,-2.11944,14.6808,0.24
1.51,143.5,271.333,-20.3292,15.0806,0.263059,-2.11821,14.6808,0.24
1.52,143.595,271.683,-20.3278,15.0805,0.264137,-2.12048,14.6808,0.24
1.53,143.595,271.683,-20.3278,15.0805,0.264406,-2.12419,14.6808,0.24
1.54,143.753,272.266,-20.3255,15.0808,0.262762,-2.12217,14.6808,0.24
1.55,143.88,272.733,-20.3236,15.0803,0.264843,-2.11939,14.7761,0.24
1.56,143.88,272.733,-20.3236,15.0803,0.261361,-2.11812,14.7761,0.24
1.57,144.006,273.199,-20.3217,15.0804,0.258387,-2.12123,14.7761,0.24
1.58,144.006,273.199,-20.3217,15.0804,0.263922,-2.11964,14.7761,0.24
1.59,144.133,273.669,-20.3206,15.0812,0.26554,-2.11931,14.7761,0.24
1.6,144.26,274.139,-20.3194,15.0815,0.264303,-2.12404,14.679,0.24
1.61,144.26,274.139,-20.3194,15.0815,0.265565,-2.12541,14.679,0.24
1.62,144.386,274.609,-20.3183,15.0822,0.267443,-2.12406,14.679,0.24
1.63,144.386,274.609,-20.3183,15.0822,0.266046,-2.11997,14.679,0.24
1.64,144.544,275.195,-20.3168,15.0826,0.262613,-2.11557,14.679,0.24
1.65,144.671,275.664,-20.3156,15.0835,0.265037,-2.11329,14.7394,0.24
1.66,144.671,275.664,-20.3156,15.0835,0.26462,-2.11501,14.7394,0.24
1.67,144.797,276.132,-20.3143,15.0847,0.263226,-2.11321,14.7394,0.24
1.68,144.797,276.132,-20.3143,15.0847,0.26302,-2.1138,14.7394,0.24
1.69,144.923,276.6,-20.3131,15.0848,0.262873,-2.11361,14.7394,0.24
1.7,145.049,277.068,-20.3118,15.0826,0.262102,-2.10864,14.6865,0.24
1.71,145.049,277.068,-20.3118,15.0826,0.258237,-2.10783,14.6865,0.24
1.72,145.175,277.536,-20.3105,15.0824,0.255783,-2.11063,14.6865,0.24
1.73,145.175,277.536,-20.3105,15.0824,0.255365,-2.11131,14.6865,0.24
1.74,145.333,278.12,-20.3088,15.0824,0.25538,-2.11165,14.6865,0.24
1.75,145.333,278.12,-20.3088,15.0824,0.252406,-2.10863,14.6865,0.24
1.76,145.459,278.587,-20.3074,15.0816,0.250899,-2.10414,14.785,0.24
1.77,145.585,279.053,-20.3059,15.0814,0.249222,-2.10573,14.785,0.24
1.78,145.585,279.053,-20.3059,15.0814,0.246479,-2.10669,14.785,0.24
1.79,145.712,279.523,-20.3045,15.082,0.245686,-2.10585,14.785,0.24
1.8,145.712,279.523,-20.3045,15.082,0.243351,-2.10828,14.785,0.24
1.81,145.839,279.992,-20.3033,15.0824,0.244159,-2.10968,14.7104,0.24
1.82,145.966,280.461,-20.3019,15.0829,0.242315,-2.10947,14.7104,0.24
1.83,145.966,280.461,-20.3019,15.0829,0.2428,-2.1101,14.7104,0.24
1.84,146.125,281.047,-20.3003,15.084,0.245723,-2.10906,14.7104,0.24
1.85,146.125,281.047,-20.3003,15.084,0.244738,-2.10795,14.7104,0.24
1.86,146.252,281.516,-20.2989,15.0846,0.24478,-2.10005,14.727,0.24
1.87,146.379,281.984,-20.2975,15.0849,0.247175,-2.09492,14.727,0.24
1.88,146.379,281.984,-20.2975,15.0849,0.24291,-2.09551,14.727,0.24
1.89,146.505,282.451,-20.2961,15.0846,0.237729,-2.09811,14.727,0.24
1.9,146.505,282.451,-20.2961,15.0846,0.235543,-2.09828,14.727,0.24
1.91,146.632,282.919,-20.2946,15.0842,0.237012,-2.09832,14.8523,0.24
1.92,146.632,282.919,-20.2946,15.0842,0.237839,-2.09709,14.8523,0.24
1.93,146.758,283.386,-20.2931,15.0836,0.237573,-2.09981,14.8523,0.24
1.94,146.916,283.97,-20.2913,15.0824,0.237631,-2.09622,14.8523,0.24
1.95,146.916,283.97,-20.2913,15.0824,0.239008,-2.09236,14.8523,0.24
1.96,147.043,284.437,-20.2899,15.0824,0.239869,-2.08669,14.7904,0.24
1.97,147.043,284.437,-20.2899,15.0824,0.239103,-2.08603,14.7904,0.24
1.98,147.169,284.903,-20.2884,15.0816,0.240387,-2.08415,14.7904,0.24
1.99,147.296,285.374,-20.2881,15.0822,0.241696,-2.08075,14.7904,0.24
2,147.296,285.374,-20.2881,15.0822,0.240654,-2.07783,14.7904,0.24
2.01,147.422,285.844,-20.2876,15.0828,0.24233,-2.07529,14.809,0.24
2.02,147.422,285.844,-20.2876,15.0828,0.24802,-2.0712,14.809,0.24
2.03,147.548,286.313,-20.2871,15.0829,0.245466,-2.06991,14.809,0.24
2.04,147.548,286.313,-20.2871,15.0829,0.246104,-2.06178,14.809,0.24
2.05,147.706,286.899,-20.2863,15.0812,0.246247,-2.05502,14.809,0.24
2.06,147.833,287.368,-20.2856,15.0805,0.245876,-2.05643,14.8083,0.24
2.07,147.833,287.368,-20.2856,15.0805,0.243732,-2.05653,14.8083,0.24
2.08,147.959,287.836,-20.2848,15.0802,0.244158,-2.04949,14.8083,0.24
2.09,147.959,287.836,-20.2848,15.0802,0.243438,-2.04643,14.8083,0.24
2.1,148.085,288.303,-20.2839,15.0787,0.246263,-2.04675,14.8083,0.24
2.11,148.212,288.77,-20.2831,15.0781,0.24573,-2.04595,14.7148,0.24
2.12,148.212,288.77,-20.2831,15.0781,0.245953,-2.04419,14.7148,0.24
2.13,148.338,289.238,-20.2823,15.0767,0.249919,-2.03879,14.7148,0.24
2.14,148.338,289.238,-20.2823,15.0767,0.249029,-2.03487,14.7148,0.24
2.15,148.496,289.821,-20.2812,15.0743,0.251483,-2.02895,14.7148,0.24
2.16,148.496,289.821,-20.2812,15.0743,0.248903,-2.02925,14.7148,0.24
2.17,148.622,290.288,-20.2803,15.0719,0.251332,-2.03019,14.7984,0.24
2.18,148.748,290.754,-20.2794,15.0706,0.253063,-2.02983,14.7984,0.24
2.19,148.748,290.754,-20.2794,15.0706,0.253463,-2.03156,14.7984,0.24
2.2,148.875,291.225,-20.2794,15.0705,0.255054,-2.02945,14.7984,0.24
2.21,148.875,291.225,-20.2794,15.0705,0.251273,-2.0288,14.7984,0.24
2.22,149.033,291.814,-20.2791,15.0709,0.252486,-2.03078,14.7299,0.24
2.23,149.128,292.167,-20.2788,15.071,0.256533,-2.03711,14.7299,0.24
2.24,149.128,292.167,-20.2788,15.071,0.254267,-2.03865,14.7299,0.24
2.25,149.286,292.754,-20.2782,15.0693,0.257956,-2.03874,14.7299,0.24
2.26,149.286,292.754,-20.2782,15.0693,0.26149,-2.03975,14.7299,0.24
2.27,149.413,293.223,-20.2776,15.0695,0.262099,-2.03689,14.7257,0.24
2.28,149.413,293.223,-20.2776,15.0695,0.263488,-2.03512,14.7257,0.24
2.29,149.539,293.691,-20.2768,15.0682,0.262049,-2.03699,14.7257,0.24
2.3,149.665,294.16,-20.276,15.069,0.26267,-2.03336,14.7257,0.24
2.31,149.665,294.16,-20.276,15.069,0.262127,-2.03719,14.7257,0.24
2.32,149.792,294.628,-20.2751,15.0684,0.260465,-2.03723,14.7917,0.24
2.33,149.792,294.628,-20.2751,15.0684,0.261393,-2.03389,14.7917,0.24
2.34,149.918,295.095,-20.2741,15.0678,0.256871,-2.03809,14.7917,0.24
2.35,150.076,295.679,-20.2726,15.0669,0.260714,-2.03463,14.7917,0.24
2.36,150.076,295.679,-20.2726,15.0669,0.261687,-2.03449,14.7917,0.24
2.37,150.202,296.146,-20.2714,15.066,0.260715,-2.03593,14.6673,0.24
2.38,150.202,296.146,-20.2714,15.066,0.256139,-2.03579,14.6673,0.24
