x,y,z
49.0634,-426.562,-39.6582
48.1802,-426.127,-39.6659
47.7403,-425.905,-39.67
46.8642,-425.452,-39.6781
46.3191,-425.164,-39.6832
45.4511,-424.693,-39.6914
45.0191,-424.453,-39.6955
44.1592,-423.964,-39.7035
43.6285,-423.654,-39.7064
42.7836,-423.149,-39.7115
42.3631,-422.892,-39.7142
41.5264,-422.37,-39.72
41.0065,-422.038,-39.7238
40.1795,-421.498,-39.73
39.7683,-421.224,-39.7332
38.9508,-420.668,-39.7397
38.4452,-420.314,-39.7409
37.6414,-419.74,-39.7438
37.242,-419.449,-39.7455
36.4485,-418.859,-39.7496
35.9561,-418.485,-39.7523
35.1741,-417.879,-39.7567
34.7859,-417.571,-39.7588
34.0151,-416.949,-39.7636
33.5423,-416.556,-39.7653
32.7913,-415.919,-39.7683
32.4184,-415.597,-39.77
31.6782,-414.945,-39.7736
31.2193,-414.532,-39.7762
30.4913,-413.864,-39.7809
30.1303,-413.527,-39.7833
29.4142,-412.844,-39.7884
28.9739,-412.411,-39.7889
28.2757,-411.712,-39.7903
27.9296,-411.359,-39.7912
27.2437,-410.646,-39.7934
26.8192,-410.196,-39.795
26.1469,-409.468,-39.7983
25.8141,-409.101,-39.8002
25.1551,-408.361,-39.804
24.7519,-407.894,-39.8037
24.1135,-407.14,-39.804
23.7976,-406.759,-39.8045
23.1724,-405.993,-39.8062
22.7863,-405.51,-39.8075
22.176,-404.73,-39.8101
21.8744,-404.338,-39.8117
21.2784,-403.546,-39.8151
20.9138,-403.048,-39.8155
20.3381,-402.244,-39.8168
20.0537,-401.839,-39.8176
19.4924,-401.024,-39.8197
19.1465,-400.511,-39.8214
18.6014,-399.684,-39.8245
18.3326,-399.268,-39.8262
17.8027,-398.43,-39.8298
17.4799,-397.901,-39.8292
16.9716,-397.048,-39.8292
16.7212,-396.62,-39.8295
16.2281,-395.759,-39.8304
15.9252,-395.218,-39.8312
15.4491,-394.348,-39.8328
15.2151,-393.91,-39.8336
14.7553,-393.031,-39.8358
14.4762,-392.481,-39.8355
14.0392,-391.597,-39.8352
13.8247,-391.153,-39.8353
13.4039,-390.26,-39.8359
13.1464,-389.699,-39.8364
12.7435,-388.797,-39.8375
12.5462,-388.343,-39.8382
12.1603,-387.433,-39.84
11.9276,-386.861,-39.8395
11.5643,-385.942,-39.8396
11.3869,-385.481,-39.8399
11.0405,-384.555,-39.8409
10.8297,-383.974,-39.8418
10.5019,-383.04,-39.8434
10.3423,-382.572,-39.8443
10.0321,-381.632,-39.8463
9.84631,-381.043,-39.8461
9.55936,-380.098,-39.8456
9.42023,-379.623,-39.8456
9.15079,-378.672,-39.8461
8.98838,-378.076,-39.8468
8.73816,-377.118,-39.848
8.61753,-376.638,-39.8487
8.35783,-375.555,-39.85
8.24939,-374.588,-39.8484
8.04128,-374.103,-39.8478
7.84506,-373.132,-39.8473
7.75148,-372.645,-39.8473
7.63875,-372.036,-39.8475
7.46832,-371.06,-39.8482
7.38769,-370.571,-39.8486
7.23563,-369.591,-39.8497
7.15015,-368.977,-39.848
7.02303,-367.992,-39.846
6.96397,-367.499,-39.8454
6.85487,-366.513,-39.8447
6.79287,-365.896,-39.8446
6.70365,-364.908,-39.8447
6.66369,-364.413,-39.845
6.59311,-363.423,-39.8461
6.55715,-362.804,-39.8454
6.50965,-361.812,-39.8451
6.49027,-361.316,-39.8449
6.45913,-360.324,-39.8434
6.44388,-359.705,-39.8412
6.42462,-358.717,-39.835
6.41692,-358.223,-39.8309
6.4047,-357.235,-39.8219
6.40502,-356.617,-39.8157
6.40698,-355.627,-39.807
6.40854,-355.131,-39.8033
6.41265,-354.14,-39.7969
6.41574,-353.52,-39.7933
6.42138,-352.528,-39.7869
6.4245,-352.032,-39.7831
6.43135,-351.039,-39.7737
6.44076,-350.418,-39.7642
6.45554,-349.423,-39.7468
6.46282,-348.926,-39.7371
6.47715,-347.932,-39.716
6.48603,-347.31,-39.7019
6.50012,-346.316,-39.6783
6.50708,-345.82,-39.666
6.52076,-344.826,-39.6406
6.53315,-344.204,-39.6235
6.55198,-343.209,-39.5961
6.56096,-342.712,-39.5823
6.57817,-341.719,-39.5546
6.58847,-341.098,-39.5373
6.60431,-340.107,-39.5097
6.6194,-339.116,-39.482
6.62671,-338.621,-39.4682
6.64948,-337.505,-39.4342
6.65948,-337.01,-39.419
6.67856,-336.02,-39.3888
6.68767,-335.526,-39.3737
6.70723,-334.415,-39.3402
6.71553,-333.922,-39.3254
6.73149,-332.937,-39.2957
6.73917,-332.445,-39.2808
6.76092,-331.335,-39.2452
6.7701,-330.843,-39.2295
6.78763,-329.86,-39.1981
6.796,-329.369,-39.1824
6.81401,-328.267,-39.1468
6.82166,-327.778,-39.1311
6.83638,-326.801,-39.0994
6.84344,-326.314,-39.0836
6.86286,-325.212,-39.0453
6.87102,-324.723,-39.0282
6.88647,-323.748,-38.9942
6.89381,-323.261,-38.9772
6.90964,-322.169,-38.9384
6.91639,-321.684,-38.9212
6.92937,-320.716,-38.8865
6.93564,-320.233,-38.8689
6.94893,-319.138,-38.8288
6.95463,-318.652,-38.8109
6.96575,-317.684,-38.7749
6.97116,-317.201,-38.7568
6.98298,-316.117,-38.7156
6.98805,-315.637,-38.6971
6.99797,-314.677,-38.6601
7.00281,-314.199,-38.6414
7.01548,-313.117,-38.5973
7.02087,-312.637,-38.5777
7.03121,-311.681,-38.5382
7.03622,-311.203,-38.5183
7.04713,-310.132,-38.4729
7.05187,-309.657,-38.4525
7.0611,-308.708,-38.4113
7.06562,-308.234,-38.3904
7.07541,-307.164,-38.3411
7.07968,-306.689,-38.3189
7.08813,-305.742,-38.2739
7.09232,-305.269,-38.2512
7.1017,-304.207,-38.1994
7.10584,-303.736,-38.1761
7.11401,-302.796,-38.1289
7.11806,-302.327,-38.1052
7.12418,-301.267,-38.0513
7.12688,-300.796,-38.0272
7.13254,-299.857,-37.9786
7.1355,-299.389,-37.9541
7.14238,-298.336,-37.8988
7.14556,-297.869,-37.8741
7.15206,-296.937,-37.8246
7.15535,-296.472,-37.7996
7.15947,-295.416,-37.7429
7.16153,-294.948,-37.7176
7.16601,-294.015,-37.6669
7.16842,-293.549,-37.6415
7.1742,-292.504,-37.5836
7.17692,-292.04,-37.5577
7.18256,-291.114,-37.5054
7.18546,-290.651,-37.479
7.18645,-289.601,-37.4167
7.1873,-289.136,-37.389
7.1897,-288.207,-37.3332
7.19121,-287.744,-37.305
7.19526,-286.703,-37.2409
7.19733,-286.242,-37.2122
7.20192,-285.32,-37.1543
7.20445,-284.86,-37.125
7.20784,-283.813,-37.0577
7.20967,-283.35,-37.0275
7.21387,-282.424,-36.9666
7.21621,-281.963,-36.936
7.22206,-280.926,-36.8664
7.22488,-280.466,-36.8351
7.23094,-279.547,-36.7717
7.23417,-279.089,-36.7397
7.23799,-278.046,-36.6652
7.24009,-277.584,-36.6318
7.24492,-276.662,-36.5647
7.2476,-276.202,-36.531
7.25433,-275.169,-36.4548
7.2576,-274.711,-36.4206
7.26467,-273.795,-36.3516
7.26842,-273.338,-36.3169
7.27326,-272.298,-36.2376
7.27581,-271.838,-36.202
7.28155,-270.918,-36.13
7.28477,-270.459,-36.0938
7.29269,-269.428,-36.0114
7.29647,-268.97,-35.9745
7.30456,-268.056,-35.9004
7.30877,-267.599,-35.8632
7.31258,-266.562,-35.7772
7.3148,-266.102,-35.7387
7.32009,-265.183,-35.6614
7.32316,-264.725,-35.6227
7.33098,-263.695,-35.5352
7.33482,-263.238,-35.4961
7.34307,-262.324,-35.4175
7.34746,-261.868,-35.3779
7.35372,-260.832,-35.2899
7.35694,-260.373,-35.2505
7.36411,-259.455,-35.1714
7.36805,-258.996,-35.1316
7.37762,-257.966,-35.0415
7.38217,-257.509,-35.0012
7.3918,-256.595,-34.9202
7.39689,-256.139,-34.8794
7.40269,-255.103,-34.7874
7.40579,-254.644,-34.7462
7.41277,-253.726,-34.6634
7.41662,-253.268,-34.6217
7.42612,-252.238,-34.5273
7.4307,-251.78,-34.4851
7.44043,-250.865,-34.4005
7.44554,-250.408,-34.3579
7.45353,-249.368,-34.2611
7.45737,-248.907,-34.2178
7.4659,-247.984,-34.1308
7.4705,-247.524,-34.0871
7.48164,-246.488,-33.9883
7.48687,-246.029,-33.9442
7.49781,-245.11,-33.8559
7.50354,-244.65,-33.8116
7.51191,-243.604,-33.7112
7.5161,-243.14,-33.6665
7.52517,-242.213,-33.5767
7.53003,-241.751,-33.5317
7.54171,-240.71,-33.43
7.54725,-240.248,-33.3848
7.55888,-239.325,-33.2941
7.56495,-238.864,-33.2487
7.57274,-237.812,-33.1468
7.57672,-237.345,-33.1014
7.58556,-236.413,-33.0104
7.59037,-235.948,-32.9647
7.60198,-234.902,-32.8614
7.60745,-234.438,-32.8153
7.61888,-233.51,-32.7227
7.62488,-233.046,-32.6762
7.63523,-231.991,-32.5706
7.64029,-231.522,-32.5237
7.65102,-230.588,-32.4296
7.65668,-230.121,-32.3826
7.67018,-229.071,-32.2767
7.67645,-228.605,-32.2295
7.68946,-227.673,-32.1351
7.69742,-227.089,-32.0758
7.70788,-226.146,-31.9804
7.71348,-225.676,-31.9328
7.72537,-224.736,-31.8377
7.73161,-224.266,-31.7901
7.7463,-223.211,-31.683
7.75307,-222.742,-31.6355
7.76693,-221.805,-31.5403
7.77403,-221.337,-31.4927
7.78511,-220.272,-31.3856
7.79019,-219.799,-31.338
7.80107,-218.853,-31.2427
7.80689,-218.381,-31.195
7.82081,-217.32,-31.0875
7.82732,-216.848,-31.0398
7.84089,-215.905,-30.9442
7.84786,-215.434,-30.8964
7.86144,-214.361,-30.7885
7.8678,-213.885,-30.7405
7.8811,-212.934,-30.6445
7.88979,-212.341,-30.585
7.90414,-211.391,-30.4914
7.91154,-210.917,-30.4459
7.92673,-209.969,-30.3576
7.93449,-209.496,-30.3153
7.95182,-208.418,-30.2241
7.95969,-207.941,-30.1861
7.97571,-206.988,-30.1156
7.98386,-206.512,-30.0831
8.00247,-205.445,-30.017
8.01084,-204.973,-29.9908
8.02781,-204.03,-29.945
8.03636,-203.561,-29.9253
8.0516,-202.493,-29.8843
8.05868,-202.022,-29.87
8.07333,-201.084,-29.8471
8.08088,-200.618,-29.8383
8.09827,-199.575,-29.824
8.10615,-199.115,-29.8197
8.12227,-198.199,-29.8146
8.13046,-197.743,-29.8135
8.14556,-196.707,-29.8097
8.15256,-196.25,-29.8092
8.16705,-195.342,-29.8097
8.17449,-194.89,-29.8104
8.18736,-193.872,-29.8106
8.19331,-193.422,-29.8113
8.20597,-192.527,-29.8133
8.21259,-192.082,-29.8147
8.22818,-191.084,-29.8184
8.23537,-190.643,-29.8202
8.25021,-189.763,-29.8243
8.25788,-189.325,-29.8265
8.27154,-188.331,-29.829
8.27802,-187.892,-29.8305
8.29161,-187.015,-29.834
8.30055,-186.469,-29.8366
8.31542,-185.599,-29.8413
8.32312,-185.164,-29.8438
8.34091,-184.189,-29.8501
8.34699,-183.864,-29.8524
8.36277,-182.884,-29.8579
8.37012,-182.449,-29.8608
8.38525,-181.58,-29.8675
8.39299,-181.147,-29.8712
8.41081,-180.172,-29.8806
8.41891,-179.739,-29.8852
8.43534,-178.873,-29.8953
8.4437,-178.44,-29.9007
8.45946,-177.462,-29.9102
8.46664,-177.027,-29.9151
8.48159,-176.158,-29.9265
8.48927,-175.723,-29.933
8.50703,-174.744,-29.9494
8.51517,-174.309,-29.9575
8.53185,-173.438,-29.9754
8.54038,-173.002,-29.985
8.55819,-172.019,-30.0064
8.56625,-171.582,-30.0166
8.58279,-170.706,-30.0384
8.59124,-170.268,-30.05
8.61065,-169.282,-30.0779
8.61943,-168.842,-30.091
8.63729,-167.963,-30.1187
8.64638,-167.523,-30.1332
8.66383,-166.531,-30.163
8.67171,-166.089,-30.177
8.68792,-165.206,-30.207
8.69624,-164.763,-30.223
8.7154,-163.766,-30.2613
8.72412,-163.323,-30.2794
8.74187,-162.435,-30.3171
8.7509,-161.99,-30.3367
8.76823,-160.982,-30.3789
8.77619,-160.534,-30.3986
8.79271,-159.637,-30.4401
8.80125,-159.189,-30.4618
8.8209,-158.178,-30.5125
8.82982,-157.728,-30.5359
8.84796,-156.827,-30.5845
8.85712,-156.376,-30.6096
8.87526,-155.359,-30.6633
8.88345,-154.906,-30.6879
8.90027,-153.999,-30.7394
8.9089,-153.545,-30.7661
8.92875,-152.522,-30.8282
8.93772,-152.067,-30.8567
8.95593,-151.155,-30.9152
8.96515,-150.698,-30.9452
8.98346,-149.665,-31.0085
8.99182,-149.205,-31.0378
9.00895,-148.284,-31.0982
9.01766,-147.823,-31.1292
9.03761,-146.785,-31.201
9.04657,-146.322,-31.2337
9.06468,-145.396,-31.3008
9.07386,-144.932,-31.3352
9.09141,-143.887,-31.4103
9.09945,-143.421,-31.4448
9.11602,-142.488,-31.5152
9.12455,-142.021,-31.5512
9.14408,-140.968,-31.6344
9.15286,-140.499,-31.6726
9.17064,-139.561,-31.7507
9.17966,-139.09,-31.7906
9.1996,-138.029,-31.8801
9.2086,-137.556,-31.9211
9.22686,-136.61,-32.0052
9.23608,-135.545,-32.1032
9.25694,-135.071,-32.1479
9.27568,-134.123,-32.2392
9.28516,-133.648,-32.2857
9.30659,-132.579,-32.3898
9.31615,-132.103,-32.4362
9.32573,-131.628,-32.4832
9.34499,-130.675,-32.5794
9.35466,-130.199,-32.6286
9.37642,-129.126,-32.7415
9.38615,-128.649,-32.7927
9.40564,-127.693,-32.8969
9.41541,-127.215,-32.9498
9.43631,-126.136,-33.0658
9.4456,-125.656,-33.1184
9.46433,-124.696,-33.2257
9.47375,-124.216,-33.2803
9.4949,-123.135,-33.4056
9.50432,-122.654,-33.4623
9.52326,-121.692,-33.5775
9.53276,-120.612,-33.7082
9.55638,-120.132,-33.7665
9.56687,-119.652,-33.8254
9.58773,-118.692,-33.945
9.61092,-117.61,-34.082
9.6211,-117.129,-34.1437
9.63123,-116.647,-34.2057
9.65137,-115.683,-34.3312
9.6614,-115.201,-34.3946
9.68538,-114.119,-34.5356
9.6959,-113.638,-34.599
9.71669,-112.674,-34.7274
9.72699,-112.192,-34.7922
9.75005,-111.107,-34.9395
9.76018,-110.624,-35.0056
9.7803,-109.658,-35.139
9.79027,-109.174,-35.2062
9.81386,-108.091,-35.3554
9.83463,-107.128,-35.4897
9.8449,-106.646,-35.5574
9.85509,-105.559,-35.7114
9.87778,-105.076,-35.7805
9.89773,-104.109,-35.9196
9.90766,-103.625,-35.9896
9.93054,-102.539,-36.1465
9.941,-102.057,-36.216
9.9617,-101.092,-36.3562
9.97195,-100.61,-36.4269
9.99476,-99.5222,-36.5872
10.0048,-99.0385,-36.6588
10.0247,-98.0704,-36.8031
10.0346,-97.5859,-36.8757
10.0574,-96.4964,-37.0379
10.0676,-96.0123,-37.1098
10.0878,-95.0434,-37.2545
10.0978,-94.5586,-37.3273
10.1201,-93.4672,-37.492
10.1299,-92.9818,-37.5656
10.1494,-92.0104,-37.7137
10.159,-91.5244,-37.7882
10.182,-90.4322,-37.9553
10.1925,-89.9471,-38.0296
10.2131,-88.9763,-38.1791
10.2233,-88.4906,-38.2543
10.246,-87.3972,-38.4246
10.2559,-86.911,-38.5006
10.2757,-85.9382,-38.6534
10.2855,-85.4516,-38.73
10.3085,-84.3603,-38.9013
10.319,-83.8762,-38.9773
10.3397,-82.9071,-39.13
10.3499,-82.422,-39.2067
10.3727,-81.3296,-39.38
10.3827,-80.8436,-39.4574
10.4025,-79.871,-39.613
10.4124,-79.3843,-39.691
10.4346,-78.2916,-39.8655
10.4446,-77.8066,-39.9429
10.4641,-76.8357,-40.0984
10.4738,-76.3498,-40.1764
10.4954,-75.2555,-40.3527
10.5049,-74.7688,-40.4314
10.5238,-73.7946,-40.5892
10.5332,-73.3071,-40.6684
10.556,-72.2139,-40.8462
10.5669,-71.7298,-40.9249
10.5892,-70.7633,-41.0829
10.6014,-70.2815,-41.1624
10.6344,-69.2012,-41.3422
10.6527,-68.7227,-41.4223
10.698,-67.7693,-41.5835
10.726,-67.2943,-41.6644
10.8017,-66.2314,-41.8468
10.8424,-65.761,-41.9282
10.9412,-64.823,-42.0922
10.9999,-64.3552,-42.1748
11.1564,-63.306,-42.3621
11.2373,-62.8414,-42.446
11.4202,-61.916,-42.6148
11.5222,-61.4556,-42.6996
11.769,-60.4282,-42.8903
11.8873,-59.9752,-42.9748
12.144,-59.0744,-43.1426
12.2819,-58.6267,-43.2255
12.6134,-57.6251,-43.4083
12.7693,-57.1823,-43.487
13.0942,-56.3004,-43.6377
13.2622,-55.8614,-43.7092
13.6464,-54.8818,-43.8604
13.8191,-54.4503,-43.9235
14.1724,-53.5904,-44.0414
14.3522,-53.162,-44.0965
14.7632,-52.2011,-44.2118
14.9484,-51.7748,-44.2595
15.3226,-50.9229,-44.3492
15.5113,-50.497,-44.3916
15.9401,-49.5443,-44.4825
16.1322,-49.1234,-44.5213
16.5184,-48.2793,-44.5953
16.7125,-47.856,-44.6308
17.1508,-46.9007,-44.7078
17.3462,-46.475,-44.7408
17.738,-45.6212,-44.8052
17.9344,-45.1933,-44.8366
18.3793,-44.233,-44.9061
18.578,-43.8067,-44.9365
18.9758,-42.9518,-44.9963
19.1749,-42.5232,-45.0258
19.6235,-41.5566,-45.0912
19.8232,-41.126,-45.1198
20.2236,-40.2632,-45.1761
20.4246,-39.8311,-45.204
20.8813,-38.8615,-45.2669
21.0862,-38.4313,-45.2949
21.4979,-37.5702,-45.3505
21.7047,-37.1392,-45.3781
22.1718,-36.1683,-45.44
22.3798,-35.7361,-45.4674
22.7961,-34.8704,-45.5223
23.004,-34.4367,-45.5498
23.4736,-33.4619,-45.6126
23.6823,-33.0286,-45.6408
24.0968,-32.1593,-45.6971
24.3024,-31.7233,-45.7253
24.76,-30.7389,-45.7888
24.961,-30.2998,-45.8173
25.3578,-29.4188,-45.8746
25.5534,-28.9767,-45.9035
25.9901,-27.9845,-45.9703
26.1825,-27.5446,-46.0007
26.5595,-26.6605,-46.0619
26.7438,-26.2164,-46.0927
27.1477,-25.2118,-46.1627
27.3222,-24.7631,-46.1941
27.6611,-23.8616,-46.2573
27.8255,-23.4088,-46.289
28.1894,-22.3883,-46.3615
28.347,-21.9336,-46.3941
28.6492,-21.0197,-46.4592
28.7936,-20.5606,-46.4916
29.1014,-19.5227,-46.5644
29.2305,-19.0592,-46.5967
29.4737,-18.1285,-46.6613
29.5876,-17.6613,-46.6936
29.8314,-16.6097,-46.7663
29.9342,-16.1425,-46.7986
30.1213,-15.2042,-46.8633
30.2056,-14.7333,-46.8956
30.3722,-13.6699,-46.9679
30.4358,-13.1959,-46.9998
30.5434,-12.2457,-47.0638
30.5872,-11.7696,-47.0956
30.6684,-10.6985,-47.1682
30.6953,-10.2225,-47.2006
30.7266,-9.26991,-47.2648
30.7308,-8.79353,-47.2966
30.7123,-7.72222,-47.3671
30.6916,-7.24659,-47.398
30.6265,-6.29696,-47.4594
30.5821,-5.82323,-47.4898
30.4625,-4.76167,-47.5587
30.3989,-4.29209,-47.5894
30.2457,-3.35746,-47.6502
30.1561,-2.89268,-47.6802
29.9228,-1.85398,-47.7469
29.8051,-1.39584,-47.7761
29.5438,-0.486849,-47.834
29.4003,-0.0363916,-47.8626
29.0544,0.967304,-47.9282
28.8893,1.40836,-47.9575
28.5322,2.27961,-48.0152
28.3404,2.70948,-48.0437
27.8771,3.66147,-48.1064
27.6573,4.07738,-48.1338
27.1925,4.89509,-48.1875
26.9478,5.29655,-48.214
26.3727,6.18433,-48.2746
26.1057,6.57101,-48.3017
25.5476,7.32643,-48.3551
25.2568,7.69484,-48.3811
24.575,8.50052,-48.4383
24.2601,8.84797,-48.4631
23.6091,9.52256,-48.5121
23.2733,9.84956,-48.5362
22.4979,10.5648,-48.5917
22.1441,10.8725,-48.6164
21.418,11.4656,-48.6643
21.0461,11.7508,-48.6874
20.1889,12.3647,-48.7373
19.7993,12.6252,-48.7585
19.0052,13.1232,-48.7991
18.601,13.3606,-48.8186
17.6754,13.8707,-48.863
17.2572,14.086,-48.8825
16.409,14.4928,-48.9191
15.9794,14.6844,-48.9363
15.0001,15.0867,-48.9723
14.5597,15.2528,-48.9871
13.67,15.5619,-49.0144
13.221,15.7049,-49.027
12.1993,16.0027,-49.0561
11.7407,16.1238,-49.0687
10.8177,16.3429,-49.0914
10.3534,16.4411,-49.1014
9.30301,16.6347,-49.121